term_id,article_id,term,term_type,source_field,position,published_date,tags,relevance_score,source_url,collected_at
%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0_2,%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0,"🐶 이 캐릭터, 도대체 어디서 온 거야",phrase,h3,2,2025-01-24,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0%95%eb%b3%b5%ed%95%9c-%ea%b0%95%ec%95%84%ec%a7%80-%ec%ba%90%eb%a6%ad%ed%84%b0%ec%9d%98-%ec%a0%95%ec%b2%b4-%ec%b9%a0/,2026-07-09T15:19:51+09:00
%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0_3,%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0,🤔 왜 이렇게 떴을까,phrase,h3,3,2025-01-24,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0%95%eb%b3%b5%ed%95%9c-%ea%b0%95%ec%95%84%ec%a7%80-%ec%ba%90%eb%a6%ad%ed%84%b0%ec%9d%98-%ec%a0%95%ec%b2%b4-%ec%b9%a0/,2026-07-09T15:19:51+09:00
%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0_4,%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0,👀 어떻게 활용되고 있냐면,phrase,h3,4,2025-01-24,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0%95%eb%b3%b5%ed%95%9c-%ea%b0%95%ec%95%84%ec%a7%80-%ec%ba%90%eb%a6%ad%ed%84%b0%ec%9d%98-%ec%a0%95%ec%b2%b4-%ec%b9%a0/,2026-07-09T15:19:51+09:00
%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0_5,%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0,💡 어떻게 쓰면 되는데,phrase,h3,5,2025-01-24,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0%95%eb%b3%b5%ed%95%9c-%ea%b0%95%ec%95%84%ec%a7%80-%ec%ba%90%eb%a6%ad%ed%84%b0%ec%9d%98-%ec%a0%95%ec%b2%b4-%ec%b9%a0/,2026-07-09T15:19:51+09:00
%ed%95%b4%ec%99%b8-%eb%b0%88%ec%9d%b8-%ec%a4%84-%ec%95%8c%ec%95%98%eb%8d%98-%ed%_1,%ed%95%b4%ec%99%b8-%eb%b0%88%ec%9d%b8-%ec%a4%84-%ec%95%8c%ec%95%98%eb%8d%98-%ed%,🍻 댄스 참참참 챌린지,phrase,h3,1,2024-12-16,밈|숏폼|챌린지,3,https://gogumafarm.kr/%ed%95%b4%ec%99%b8-%eb%b0%88%ec%9d%b8-%ec%a4%84-%ec%95%8c%ec%95%98%eb%8d%98-%ed%80%b8-%eb%84%a4%eb%b2%84-%ed%81%ac%eb%9d%bc%ec%9d%b4%eb%b6%80%ed%84%b0-%ec%b5%9c%ec%8b%a0-%eb%8c%84%ec%8a%a4/,2026-07-09T15:19:51+09:00
%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%8_1,%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%8,이렇게 사용할 수 있어요,phrase,h4,1,2024-12-11,Z세대|밈|바이럴,3,https://gogumafarm.kr/%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%88-%ec%b4%9d%ea%b2%b0%ec%82%b0/,2026-07-09T15:19:51+09:00
%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%8_2,%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%8,이븐하게 익지 않았어요 🧑‍🍳,phrase,h3,2,2024-12-11,Z세대|밈|바이럴,3,https://gogumafarm.kr/%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%88-%ec%b4%9d%ea%b2%b0%ec%82%b0/,2026-07-09T15:19:51+09:00
%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b_1,%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b,친절한 활용 팁,keyword,h4,1,2024-05-30,X|밈|바이럴,3,https://gogumafarm.kr/%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b%a0%eb%b0%88-%eb%ac%b4%eb%a3%8c-%ea%b3%b5%ea%b0%9c-2024%eb%85%84-5%ec%9b%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8/,2026-07-09T15:19:51+09:00
%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b_2,%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b,활용 예시,keyword,h4,2,2024-05-30,X|밈|바이럴,3,https://gogumafarm.kr/%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b%a0%eb%b0%88-%eb%ac%b4%eb%a3%8c-%ea%b3%b5%ea%b0%9c-2024%eb%85%84-5%ec%9b%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8/,2026-07-09T15:19:51+09:00
%ec%a7%80%ea%b8%88-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%ed%99%98%ec%8a%b9%ec%9_1,%ec%a7%80%ea%b8%88-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%ed%99%98%ec%8a%b9%ec%9,이렇게 사용할 수 있어요,phrase,h4,1,2023-12-21,X(트위터)|밈|유튜브,3,https://gogumafarm.kr/%ec%a7%80%ea%b8%88-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%ed%99%98%ec%8a%b9%ec%97%b0%ec%95%a03%ec%97%90%ec%84%9c-%ed%83%84%ec%83%9d%ed%95%9c-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b9%a0%eb%a5%b4%ea%b2%8c/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8_1,%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8,실전 활용 예시,keyword,h4,1,2023-10-18,X(트위터)|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8f%ad%eb%a3%a1%ec%a0%81%ec%9d%b4%eb%8b%a4-%ea%b0%80%ec%9d%84%eb%a7%9e%ec%9d%b4-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%97%85/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8_2,%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8,욕설을 없앤 밈! 복사해서 바로 사용하기,phrase,h4,2,2023-10-18,X(트위터)|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8f%ad%eb%a3%a1%ec%a0%81%ec%9d%b4%eb%8b%a4-%ea%b0%80%ec%9d%84%eb%a7%9e%ec%9d%b4-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%97%85/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8_3,%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8,✔ 어디서 쓸까,keyword,h3,3,2023-10-18,X(트위터)|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8f%ad%eb%a3%a1%ec%a0%81%ec%9d%b4%eb%8b%a4-%ea%b0%80%ec%9d%84%eb%a7%9e%ec%9d%b4-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%97%85/,2026-07-09T15:19:51+09:00
%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8_4,%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8,✔ 어떻게 쓸까,keyword,h3,4,2023-10-18,X(트위터)|밈|바이럴,3,https://gogumafarm.kr/%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8f%ad%eb%a3%a1%ec%a0%81%ec%9d%b4%eb%8b%a4-%ea%b0%80%ec%9d%84%eb%a7%9e%ec%9d%b4-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%97%85/,2026-07-09T15:19:51+09:00
%ec%96%b4%eb%8a%90%eb%8d%a7-%ec%b9%b4%ec%9a%b0%eb%a3%bd%ec%b9%b4%ec%9a%b0%eb%a3%_1,%ec%96%b4%eb%8a%90%eb%8d%a7-%ec%b9%b4%ec%9a%b0%eb%a3%bd%ec%b9%b4%ec%9a%b0%eb%a3%,활용 예시,keyword,h4,1,2023-10-17,X(트위터)|밈|바이럴,3,https://gogumafarm.kr/%ec%96%b4%eb%8a%90%eb%8d%a7-%ec%b9%b4%ec%9a%b0%eb%a3%bd%ec%b9%b4%ec%9a%b0%eb%a3%bd-%ea%b0%9c%ed%81%b0%ea%b5%ac%eb%a7%a4%ec%9a%94-%ec%9d%b4-%ec%b5%9c%ec%8b%a0-%eb%b0%88%ec%9d%b4-%eb%82%af/,2026-07-09T15:19:51+09:00
%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b9%a8%eb%a6%ac-%ec%95%8c%eb%a0%a4%ec%a3%bc%ec%8_1,%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b9%a8%eb%a6%ac-%ec%95%8c%eb%a0%a4%ec%a3%bc%ec%8,활용 예시,keyword,h4,1,2023-08-24,SNS|밈|바이럴,3,https://gogumafarm.kr/%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b9%a8%eb%a6%ac-%ec%95%8c%eb%a0%a4%ec%a3%bc%ec%87%bc-%ec%9d%b4%ea%b1%b4-%eb%82%b4-%eb%b6%80%ed%83%81%ec%9d%b4%ec%98%a4-23%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,2026-07-09T15:19:51+09:00
%ec%8a%a4%eb%a0%88%eb%93%9c%ec%97%90%ec%84%9c-%ed%8d%bc%ec%a7%84-%eb%b0%88%ec%9d_1,%ec%8a%a4%eb%a0%88%eb%93%9c%ec%97%90%ec%84%9c-%ed%8d%bc%ec%a7%84-%eb%b0%88%ec%9d,밈 활용 예시,keyword,h4,1,2023-07-24,밈|바이럴|스레드,3,https://gogumafarm.kr/%ec%8a%a4%eb%a0%88%eb%93%9c%ec%97%90%ec%84%9c-%ed%8d%bc%ec%a7%84-%eb%b0%88%ec%9d%84-%ec%b0%be%ea%b3%a0-%ec%9e%88%eb%8b%a4%eb%a9%b4-%ea%b8%b0%ec%95%84-%ed%83%80%ec%9d%b4%ea%b1%b0%ec%a6%88-%ea%b9%80/,2026-07-09T15:19:51+09:00
%ea%b3%a0%ea%b5%ac%eb%a7%88%ed%8c%9c-%ec%82%ac%eb%ac%b4%ec%a0%81%ec%9d%b8-%ed%83_1,%ea%b3%a0%ea%b5%ac%eb%a7%88%ed%8c%9c-%ec%82%ac%eb%ac%b4%ec%a0%81%ec%9d%b8-%ed%83,활용 예시,keyword,h4,1,2023-07-21,X(트위터)|밈|바이럴,3,https://gogumafarm.kr/%ea%b3%a0%ea%b5%ac%eb%a7%88%ed%8c%9c-%ec%82%ac%eb%ac%b4%ec%a0%81%ec%9d%b8-%ed%83%9c%eb%8f%84-%ec%84%ad%ec%84%ad%ed%95%98%eb%84%a4%ec%9a%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8%eb%a5%b4%ea%b2%a0/,2026-07-09T15:19:51+09:00
%ec%95%8c%ec%93%b8%ec%b5%9c%eb%b0%88-%ec%95%8c%ec%95%84%eb%91%90%eb%a9%b4-%ec%93_1,%ec%95%8c%ec%93%b8%ec%b5%9c%eb%b0%88-%ec%95%8c%ec%95%84%eb%91%90%eb%a9%b4-%ec%93,밈 활용 팁 : 이렇게 사용해 보세요,phrase,h4,1,2023-06-27,X(트위터)|밈|유튜브,3,https://gogumafarm.kr/%ec%95%8c%ec%93%b8%ec%b5%9c%eb%b0%88-%ec%95%8c%ec%95%84%eb%91%90%eb%a9%b4-%ec%93%b8-%eb%8d%b0-%ec%9e%88%eb%8a%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8%ec%9d%8c-%ea%b3%b5%eb%ac%b4%ec%9b%90-%ed%8f%ad/,2026-07-09T15:19:51+09:00
%eb%8b%b9%ec%9c%bc%eb%a1%9c-%eb%81%9d%eb%82%98%eb%8a%94-%eb%8b%a8%ec%96%b4-%ec%8_1,%eb%8b%b9%ec%9c%bc%eb%a1%9c-%eb%81%9d%eb%82%98%eb%8a%94-%eb%8b%a8%ec%96%b4-%ec%8,실전 활용 TIP,mixed,h4,1,2023-06-07,X(트위터)|밈|유튜브,3,https://gogumafarm.kr/%eb%8b%b9%ec%9c%bc%eb%a1%9c-%eb%81%9d%eb%82%98%eb%8a%94-%eb%8b%a8%ec%96%b4-%ec%84%b8-%ea%b0%80%ec%a7%80%eb%8a%94-%eb%8b%a4-%eb%aa%a8%eb%a5%b4%ea%b2%a0%ea%b3%a0-%ec%b5%9c%ec%8b%a0%eb%b0%88%ec%9d%b4/,2026-07-09T15:19:51+09:00
%ec%95%84%eb%8a%94-%eb%a7%8c%ed%81%bc-%eb%b3%b4%ec%9d%b4%eb%8a%94-%ec%9a%94%ec%a_1,%ec%95%84%eb%8a%94-%eb%a7%8c%ed%81%bc-%eb%b3%b4%ec%9d%b4%eb%8a%94-%ec%9a%94%ec%a,활용 예시,keyword,h4,1,2023-03-21,X(트위터)|밈,3,https://gogumafarm.kr/%ec%95%84%eb%8a%94-%eb%a7%8c%ed%81%bc-%eb%b3%b4%ec%9d%b4%eb%8a%94-%ec%9a%94%ec%a6%98-%eb%b0%88-%eb%aa%a8%ec%9d%8c/,2026-07-09T15:19:51+09:00
%ec%88%8f%ed%8f%bc-%ec%9c%a0%ed%96%89-%eb%b0%88-%ea%b2%b0%ec%82%b0_1,%ec%88%8f%ed%8f%bc-%ec%9c%a0%ed%96%89-%eb%b0%88-%ea%b2%b0%ec%82%b0,콘텐츠 활용 팁,keyword,h4,1,2023-01-12,MZ세대|밈|바이럴|숏폼,3,https://gogumafarm.kr/%ec%88%8f%ed%8f%bc-%ec%9c%a0%ed%96%89-%eb%b0%88-%ea%b2%b0%ec%82%b0/,2026-07-09T15:19:51+09:00
2022%eb%85%84-%eb%b0%88-%ec%b5%9c%ec%a2%85-%ec%a0%95%eb%a6%ac_1,2022%eb%85%84-%eb%b0%88-%ec%b5%9c%ec%a2%85-%ec%a0%95%eb%a6%ac,이렇게 쓸 수 있어요,phrase,h4,1,2022-12-13,MZ세대|밈,3,https://gogumafarm.kr/2022%eb%85%84-%eb%b0%88-%ec%b5%9c%ec%a2%85-%ec%a0%95%eb%a6%ac/,2026-07-09T15:19:51+09:00
